ID,User ID,Game Level,Player Score,"Player Score Loss 
(Low Quality)",Player Score Loss (Tardiness),AI Score,"AI Score Loss 
(Low Quality)","AI Score Loss 
(Tardiness)",User Strategy Index,User Strategy Description
83ebd2c3-ea4e-45ec-b2da-62cffe2065b8,681cf06a-6c54-4bc6-a6e6-11a3f7e1df7a,1,90.00%,9.17%,0.00%,90.56%,9.44%,3.06%,100110,
ab312aad-d4f2-408b-a103-2358e394bac4,8ad923bd-4872-44aa-a671-7fe03f26cf6d,1,72.78%,27.22%,0.00%,88.33%,10.83%,1.94%,101010,
c7f2bfbe-40e5-43e8-86a2-05985ad1222e,681cf06a-6c54-4bc6-a6e6-11a3f7e1df7a,2,80.28%,16.67%,1.94%,88.33%,10.83%,1.67%,100110,
8e0f631e-9fae-4662-a169-21a29b60e37b,e4a00228-4aad-4830-b9fb-6fc200792ec1,2,76.11%,11.39%,7.50%,89.17%,10.83%,0.00%,101010,
73ead4cd-7f89-4123-828c-420d55b2a684,f2dabbf8-5e14-4107-93b1-5384f1538a0d,6,58.09%,23.15%,19.33%,49.10%,24.94%,26.52%,100010,
0fffdcc6-1d4c-4588-9d35-9736809ffcb4,d9b87f78-93f1-44f1-bbc7-37f754df9e9a,1,97.50%,2.50%,0.00%,96.67%,3.33%,0.00%,100010,
6ab30930-d104-4b8b-8577-6a3408dde36c,d9b87f78-93f1-44f1-bbc7-37f754df9e9a,2,88.89%,10.00%,0.00%,88.33%,11.67%,0.00%,100010,
cd44465a-fa5e-4aa7-948e-5cdc21ff8818,fd89a496-40d3-4969-959f-89e042f7badd,1,74.44%,24.72%,0.00%,91.39%,8.61%,2.50%,100111,
012909bf-e4d6-4cca-b54b-774539271991,fd89a496-40d3-4969-959f-89e042f7badd,2,51.39%,41.67%,9.72%,90.00%,10.00%,0.00%,101000,
7ae5b358-2087-48d6-946b-59a6bbe2ab08,ef8f9855-7038-403d-a9f0-30d4441e7863,6,58.43%,31.46%,10.11%,56.18%,23.82%,23.15%,100010,
9e3d44cc-a93a-4c98-baee-dd3996ecaa2c,853619a4-8dd3-4e28-99ed-c229f9f6a527,1,78.89%,21.11%,0.00%,89.44%,8.89%,1.67%,101010,
a440adb0-8798-4b52-bf4a-63e85eb4535a,fd89a496-40d3-4969-959f-89e042f7badd,3,55.06%,15.51%,23.82%,87.87%,4.04%,7.87%,100110,
0068f5ee-cf50-4215-a496-0f0ac86bfe13,2d854d42-0748-4828-8232-fd8927e39105,6,61.80%,31.35%,6.63%,51.80%,23.48%,24.94%,101000,
80e99593-4cc7-4211-9e46-81d32001a058,fd9eb530-5cb3-4425-9c1b-022965f27e3c,1,84.44%,15.56%,0.00%,91.39%,8.61%,0.00%,100010,
50063298-d6cf-4bf4-845e-13bf59356eeb,fd89a496-40d3-4969-959f-89e042f7badd,4,25.39%,32.13%,36.63%,68.31%,17.53%,12.58%,101110,
4915c11b-25de-4248-8714-a23b805dd48f,64160bb4-fa98-406f-b1a3-15d1a5f72afc,1,89.44%,10.56%,0.00%,96.67%,2.50%,0.83%,100001,
716d31a1-f315-422d-8c7d-31eb979b1c0a,fd89a496-40d3-4969-959f-89e042f7badd,5,32.47%,18.09%,47.30%,71.69%,7.98%,19.21%,101100,
23eff7e6-d1fc-47f9-b205-2ebf31d6ba30,fd89a496-40d3-4969-959f-89e042f7badd,6,38.31%,22.25%,38.20%,57.98%,19.55%,22.58%,101110,
f141ef9a-9c3a-485a-a6ba-23ef49869b89,fd9eb530-5cb3-4425-9c1b-022965f27e3c,2,67.78%,27.50%,3.89%,88.06%,11.94%,0.00%,100100,
b440733f-d7a0-4bee-857e-2c56a676f9d1,ec414d38-992d-4dd2-b616-67560fdebce1,1,88.61%,9.17%,2.22%,92.78%,7.22%,1.67%,101000,
b1152f88-27db-4e5f-8c9a-18fabc926430,fd9eb530-5cb3-4425-9c1b-022965f27e3c,3,73.26%,21.35%,6.07%,85.17%,8.09%,6.07%,100010,
f2077ded-71ab-4e01-a377-56e8dfa2e0e3,853619a4-8dd3-4e28-99ed-c229f9f6a527,2,78.06%,21.94%,0.00%,89.72%,8.61%,1.67%,101010,
4893f447-c3fd-4b55-8a63-66093ae5f947,e4a00228-4aad-4830-b9fb-6fc200792ec1,2,81.67%,13.61%,1.94%,89.17%,10.00%,0.83%,101010,
81fd9586-099b-4bbe-ab60-17166b14c844,ec414d38-992d-4dd2-b616-67560fdebce1,2,79.17%,18.61%,1.11%,90.00%,8.33%,1.67%,101000,
f2b5b778-ce35-432a-a0f1-dd2f5de8939a,fd9eb530-5cb3-4425-9c1b-022965f27e3c,4,71.91%,19.10%,6.97%,78.65%,9.21%,9.89%,100010,
b67034d9-e349-4eb2-b27b-a5626dda3251,ef21f72c-3537-43ab-9395-781e5319c19b,1,80.83%,19.17%,0.00%,92.50%,7.50%,0.00%,101000,
e12a69d2-5051-4e3d-82a9-e04df72e9e73,ec414d38-992d-4dd2-b616-67560fdebce1,3,81.57%,11.46%,5.39%,83.37%,6.52%,7.19%,101000,
83f86e9e-a6e9-4327-8c6a-36c64b5d18a2,fd9eb530-5cb3-4425-9c1b-022965f27e3c,5,65.84%,14.04%,19.89%,69.78%,8.31%,19.44%,100010,
e4b565c3-72c8-4618-b687-4d480e9bfd04,ef21f72c-3537-43ab-9395-781e5319c19b,2,56.39%,17.22%,8.89%,89.17%,10.83%,0.00%,101000,
75fdf2ef-763b-4a35-b65d-e650a5a290e6,64160bb4-fa98-406f-b1a3-15d1a5f72afc,5,76.52%,17.75%,6.07%,75.39%,5.62%,17.53%,100110,
147143c1-e18d-42cb-964d-d9324b6aff42,ef21f72c-3537-43ab-9395-781e5319c19b,2,78.33%,20.83%,0.00%,90.28%,9.72%,0.00%,100100,
857f942f-7838-458f-8d5a-434de4264a8d,e4a00228-4aad-4830-b9fb-6fc200792ec1,3,72.36%,13.93%,8.99%,75.28%,10.79%,13.93%,100010,
24925a5f-05d7-4ddd-b8e6-d53d1986cd55,853619a4-8dd3-4e28-99ed-c229f9f6a527,3,83.60%,14.38%,2.25%,87.19%,6.07%,5.39%,101010,
baa240f8-cef3-4cd1-921e-b8c5b0214ed4,ef21f72c-3537-43ab-9395-781e5319c19b,3,76.40%,22.92%,2.47%,90.56%,4.49%,3.60%,100100,
f99c0fb1-3534-40dc-91cb-4230d6fcb502,ec414d38-992d-4dd2-b616-67560fdebce1,2,83.61%,16.39%,0.00%,87.78%,9.44%,2.78%,101000,
4cdcfecb-48fd-4eca-adbb-ec5fe91f3583,fd9eb530-5cb3-4425-9c1b-022965f27e3c,6,47.19%,31.24%,21.80%,50.67%,24.83%,24.38%,100010,
a06798a9-b309-453c-a047-dcb34cc7f0a7,e4a00228-4aad-4830-b9fb-6fc200792ec1,3,66.29%,13.26%,17.75%,79.33%,8.31%,11.69%,101010,
f7af5e6e-9d58-4b73-bf3b-2bf50972a08d,ec414d38-992d-4dd2-b616-67560fdebce1,4,72.58%,18.43%,4.72%,69.21%,16.85%,11.01%,101000,
3a85aae7-8080-4025-852c-5a43594ef2e5,853619a4-8dd3-4e28-99ed-c229f9f6a527,4,68.54%,27.42%,2.02%,61.57%,23.15%,13.26%,101010,
b84e8d38-3dfa-4cd8-b9b2-f1a7760410e6,ef21f72c-3537-43ab-9395-781e5319c19b,4,57.53%,24.27%,19.78%,77.98%,13.71%,5.17%,100100,
2deec9b7-1fd4-44f6-b5ff-9235ecf9bae1,ef21f72c-3537-43ab-9395-781e5319c19b,5,68.76%,17.64%,14.72%,58.65%,13.26%,27.75%,100100,
a1fc4ee8-b1de-4eca-9a5a-3459985074fa,ec414d38-992d-4dd2-b616-67560fdebce1,6,55.73%,27.53%,18.65%,56.52%,21.35%,24.27%,110001,Seriously. Optimal vs the highest scoring?
d9d78b11-4b94-42a2-a17f-2b671bde3f2c,e4a00228-4aad-4830-b9fb-6fc200792ec1,4,67.42%,14.38%,13.71%,66.52%,19.55%,12.13%,101010,
827418d5-bfb8-4e90-8b87-6ada6b416686,853619a4-8dd3-4e28-99ed-c229f9f6a527,5,67.87%,17.98%,13.93%,67.30%,9.78%,23.48%,101010,
80456a5e-b6e1-4f82-9d5a-551a84ad6652,4519d7f4-13f3-4342-b361-7722fa0d479c,1,86.11%,11.39%,2.50%,88.89%,10.28%,0.83%,100010,
acf421df-280d-474e-ace4-8572bf10c2b4,e4a00228-4aad-4830-b9fb-6fc200792ec1,5,41.35%,14.61%,29.33%,61.35%,9.78%,27.53%,100001,
85d823c3-7e40-444c-9512-a84ac67cc7ad,2d854d42-0748-4828-8232-fd8927e39105,1,75.28%,24.72%,0.00%,92.78%,5.56%,1.67%,100010,
8072ea78-05fc-45c1-bf2c-d06023be3a16,4519d7f4-13f3-4342-b361-7722fa0d479c,1,91.67%,7.50%,0.83%,93.89%,6.11%,0.83%,100010,
71ae256a-c411-4557-ab69-c09792b90e40,8ad923bd-4872-44aa-a671-7fe03f26cf6d,4,59.78%,33.26%,5.84%,66.29%,20.90%,10.56%,101010,
60c48d02-dc52-4942-a3e7-a84189dc4f75,4519d7f4-13f3-4342-b361-7722fa0d479c,6,43.15%,26.63%,33.60%,46.97%,25.28%,29.55%,100010,
b56f9b4d-b7f5-48ac-8ba7-53c1c25c7e60,1758bb31-1696-4257-a93f-bbc4eb6cdf9d,1,74.44%,25.56%,0.83%,87.22%,11.67%,1.94%,100010,
38289100-a3ea-42c9-9bf0-e099080eb522,4519d7f4-13f3-4342-b361-7722fa0d479c,1,90.28%,9.72%,0.00%,92.50%,6.67%,1.67%,100010,
1bad65b8-600b-4740-bdcb-4ff0400a9607,b3cd14a3-55e4-47ff-8dea-f43117c7ff06,6,36.40%,24.72%,41.35%,51.91%,24.94%,26.74%,100001,
69755503-9684-446e-8a07-178574a48a0f,4519d7f4-13f3-4342-b361-7722fa0d479c,1,89.72%,9.44%,2.78%,88.33%,11.67%,0.83%,100010,
35c662e3-940a-4943-a4e3-1200614ddeab,1758bb31-1696-4257-a93f-bbc4eb6cdf9d,2,73.61%,23.89%,1.67%,91.94%,8.06%,0.00%,100010,
9c099e0c-ed25-4e6a-a054-360b98cbd15c,1758bb31-1696-4257-a93f-bbc4eb6cdf9d,3,79.78%,20.22%,0.00%,86.52%,6.52%,5.17%,100010,
feed4a7b-dcc2-4a52-a398-a61817ee163b,ef21f72c-3537-43ab-9395-781e5319c19b,6,56.52%,29.33%,14.61%,55.28%,21.24%,25.17%,100100,
e648e43b-02f6-4264-a95e-34bbc4720f08,1758bb31-1696-4257-a93f-bbc4eb6cdf9d,4,50.11%,23.15%,12.58%,73.03%,18.20%,6.07%,100010,
84b2e74e-789f-43b1-bb10-efda10b0ba16,853619a4-8dd3-4e28-99ed-c229f9f6a527,6,58.88%,25.73%,12.36%,49.78%,26.40%,24.38%,101010,
ebd583d9-f07a-48a6-b908-b71b0e7aaaab,1758bb31-1696-4257-a93f-bbc4eb6cdf9d,5,51.12%,16.40%,28.43%,65.06%,8.76%,23.03%,100001,
22989900-7dda-481a-8567-d49894755145,2d854d42-0748-4828-8232-fd8927e39105,2,68.61%,26.94%,4.44%,90.56%,6.94%,2.50%,100010,
5bcb8b3b-4163-46d8-9af4-8c002ae608e7,ec414d38-992d-4dd2-b616-67560fdebce1,6,57.53%,25.17%,18.76%,56.18%,20.45%,24.72%,110000,This AI is not going to do well for E-learning assessment in this section. e_e
6a257f41-b778-4680-bd68-1b98316daeca,c9b7d07a-f049-4ef0-bd0f-a0ce7b9be23a,1,73.61%,26.39%,0.00%,95.28%,4.72%,0.00%,100100,
a139d73e-43f3-4714-b121-3459a15e2e9b,1758bb31-1696-4257-a93f-bbc4eb6cdf9d,6,52.70%,32.02%,14.27%,51.91%,25.06%,23.48%,100100,
301b8fbc-4dfe-4102-b2b8-25155277988f,c9b7d07a-f049-4ef0-bd0f-a0ce7b9be23a,2,69.17%,30.83%,0.00%,85.28%,13.89%,0.83%,100010,
8b312167-b219-490f-a0e5-6a12cbabc6b2,c9b7d07a-f049-4ef0-bd0f-a0ce7b9be23a,3,78.65%,20.00%,0.67%,82.92%,7.19%,10.56%,100010,
eca5bf85-5ba0-4ed7-a253-7a3b8387d8cd,c9b7d07a-f049-4ef0-bd0f-a0ce7b9be23a,4,69.89%,27.64%,2.47%,70.34%,16.63%,11.01%,100010,
3b595b33-e3ae-4d9b-a54d-730736720b84,0e9f0725-95e0-40f7-9b07-ac9380703073,1,92.22%,7.78%,0.00%,93.33%,5.83%,2.50%,100100,
c374a2ec-aa5e-4941-a397-4a86d39e8aa4,c9b7d07a-f049-4ef0-bd0f-a0ce7b9be23a,5,73.82%,23.03%,3.03%,59.66%,11.01%,28.31%,100010,
bf14e29b-cf72-4ee6-a8c8-ac405e277731,0e9f0725-95e0-40f7-9b07-ac9380703073,2,81.94%,16.39%,0.83%,88.61%,11.39%,0.00%,101000,
b9a43b9e-4211-467c-8428-217d23c7934c,e4a00228-4aad-4830-b9fb-6fc200792ec1,2,81.39%,11.94%,5.83%,86.94%,10.56%,2.50%,101010,
39876b69-01c8-43b5-ac6d-d3e8116117ea,53ffcc53-8fb8-40ae-8bd7-9b86aec0bb0f,1,81.39%,18.61%,0.00%,92.50%,7.50%,1.67%,101010,
21de2e91-2834-4521-94fa-9cb4aae78d33,c9b7d07a-f049-4ef0-bd0f-a0ce7b9be23a,6,67.87%,26.85%,4.83%,57.53%,21.35%,22.25%,100010,
ba555d62-1c2f-4e1d-8f47-8fb5acfb52dd,e4a00228-4aad-4830-b9fb-6fc200792ec1,3,81.35%,6.74%,6.52%,80.22%,8.31%,9.89%,101010,
1297fa04-6973-4024-9a7f-5732c87a78c5,53ffcc53-8fb8-40ae-8bd7-9b86aec0bb0f,2,74.72%,24.17%,0.00%,90.83%,9.17%,0.00%,101010,
5648b76e-599d-42e1-a371-a2eb3bc71aab,3a9b5157-72ae-42ad-b594-eb9a21dfdac5,1,79.44%,20.56%,0.00%,93.61%,6.39%,0.00%,100100,
74bd212a-abeb-463f-98fe-966b83e47e08,b3cd14a3-55e4-47ff-8dea-f43117c7ff06,1,82.50%,17.50%,0.00%,92.78%,7.22%,0.00%,100001,
44dbdfd1-ed51-45f3-9baa-c7f790df0b0b,53ffcc53-8fb8-40ae-8bd7-9b86aec0bb0f,3,81.80%,14.83%,2.25%,84.04%,8.54%,8.54%,101010,
c345abf1-0e1d-4fc1-9098-1b20571acfb4,e4a00228-4aad-4830-b9fb-6fc200792ec1,4,66.97%,20.45%,10.11%,67.42%,19.10%,12.13%,101010,
3dadb499-6551-4df7-837c-d5f792b66c5c,53ffcc53-8fb8-40ae-8bd7-9b86aec0bb0f,4,67.19%,29.44%,3.37%,68.76%,20.90%,9.89%,101111,
9ccec313-00f9-47ab-804a-f1828b7b6784,b3cd14a3-55e4-47ff-8dea-f43117c7ff06,1,84.72%,15.28%,0.00%,91.11%,7.22%,1.67%,100001,
863b81da-6b5b-46bd-95b7-a6c07ae53739,53ffcc53-8fb8-40ae-8bd7-9b86aec0bb0f,5,76.18%,19.21%,3.71%,70.90%,4.83%,22.58%,101111,
bc608b2e-76e0-4ca1-8509-2e6938892fd8,e4a00228-4aad-4830-b9fb-6fc200792ec1,2,75.83%,21.94%,1.94%,86.94%,13.06%,0.00%,101010,
0df92a30-abb6-4a41-a20b-86b8fa18f02b,b3cd14a3-55e4-47ff-8dea-f43117c7ff06,2,71.94%,20.56%,4.17%,89.72%,8.33%,1.94%,100011,
ad1c4cf3-91fb-4438-a088-23f1ef94d8f3,c9b7d07a-f049-4ef0-bd0f-a0ce7b9be23a,4,75.51%,21.57%,2.02%,70.79%,19.55%,8.99%,100010,
be64608f-6e13-4e2d-98a9-1584147bf9a5,e4a00228-4aad-4830-b9fb-6fc200792ec1,5,61.35%,12.36%,25.84%,65.73%,7.75%,25.39%,101010,
5e361fdd-f6fe-4863-bcc2-7929ae7fe36d,bc24122e-606f-426d-b5b5-0fd1afd84d02,4,68.76%,24.49%,6.74%,72.81%,16.40%,9.89%,100010,
d0eab931-607c-49d1-b60d-a74ee63e4fe3,53ffcc53-8fb8-40ae-8bd7-9b86aec0bb0f,6,58.88%,27.75%,15.51%,51.01%,25.84%,28.09%,101111,
55a2c87f-6f51-4d3a-9ecd-9ac66b0dbc05,7ee335ce-30b5-4f84-a01d-bb3dbd01d562,1,80.56%,19.44%,0.00%,93.33%,6.67%,2.50%,100100,
5aec2165-a13d-41e1-886e-945b42ea936a,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,1,74.72%,19.44%,4.72%,92.78%,7.22%,0.00%,100010,
ef11fe23-ebcd-46e9-9ed8-f3247f77d889,7ee335ce-30b5-4f84-a01d-bb3dbd01d562,2,71.39%,21.39%,0.00%,88.89%,11.11%,0.00%,100100,
e1a68a7e-9fca-4245-925a-7ece7aa5af1e,c6a4e954-6709-4aea-8d5b-f590142cc85b,2,80.00%,19.17%,0.83%,87.50%,12.50%,0.83%,100110,
e43f2632-595f-4e35-ad2d-7d7243169c10,7ee335ce-30b5-4f84-a01d-bb3dbd01d562,3,79.33%,15.28%,2.92%,83.15%,7.87%,8.54%,101000,
e5a79095-00b4-44f6-93c2-4676751e5d77,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,1,66.39%,28.06%,10.83%,92.50%,6.67%,1.67%,101000,
48901d4d-e408-4dc3-abf8-25a6bc3a4587,c6a4e954-6709-4aea-8d5b-f590142cc85b,4,57.98%,28.09%,8.99%,66.29%,16.85%,13.03%,100100,
bdca93bc-b0a9-46e3-8d7f-0bffda17432c,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,1,77.50%,22.50%,0.00%,92.78%,7.22%,0.83%,101000,
f240f8de-e313-4066-97e6-6d5bb3b60b78,fd9eb530-5cb3-4425-9c1b-022965f27e3c,1,89.17%,10.83%,0.00%,93.06%,6.11%,1.67%,100010,
9dbdbad5-d9e9-4ac6-a6a1-c3341b216781,ef8f9855-7038-403d-a9f0-30d4441e7863,3,83.60%,15.96%,0.45%,86.52%,6.52%,5.84%,101010,
6693c309-41cd-4185-8db3-46ac448cc342,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,1,85.00%,14.17%,0.83%,95.00%,5.00%,0.00%,101000,
36629f54-1435-4237-a8e9-35478ab38eb5,c6a4e954-6709-4aea-8d5b-f590142cc85b,5,69.89%,23.71%,6.63%,67.19%,5.39%,25.17%,100110,
d01cc4d5-df08-494e-acdc-a0482c9b9339,d9b87f78-93f1-44f1-bbc7-37f754df9e9a,5,67.30%,18.65%,16.18%,73.37%,7.87%,17.64%,100010,
20fa6319-7222-45f2-b019-18103c949a30,ef8f9855-7038-403d-a9f0-30d4441e7863,4,76.18%,18.88%,4.04%,73.03%,15.51%,10.34%,100010,
46a50fa5-71d1-463d-a338-2db7e406f377,cc7d7763-5815-440e-8d86-09acbe4bfdfe,1,67.50%,26.67%,0.00%,91.67%,7.50%,0.83%,100100,
0dacb034-234c-492f-95cd-20df1d3370be,7ee335ce-30b5-4f84-a01d-bb3dbd01d562,4,73.26%,22.70%,4.04%,75.28%,12.58%,9.66%,100010,
8d132e2b-a1a3-4080-aecf-7a5cdf0ea0db,7ee335ce-30b5-4f84-a01d-bb3dbd01d562,5,74.61%,20.45%,5.51%,73.26%,7.30%,16.63%,100010,
3e010012-bb5e-4534-8100-3a913b923bb9,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,1,88.61%,11.39%,0.00%,95.28%,4.72%,0.00%,101000,
43a9c1f3-b59d-473a-bb02-177e70b2dde9,c6a4e954-6709-4aea-8d5b-f590142cc85b,6,47.98%,27.87%,22.70%,51.80%,23.03%,27.30%,101110,
57e4bb03-a01b-4b8a-9998-37faf9630844,ef8f9855-7038-403d-a9f0-30d4441e7863,1,87.50%,12.50%,0.00%,92.50%,6.39%,3.89%,100100,
428b8104-e307-4a6b-aa06-9e064a88bb4f,d9b87f78-93f1-44f1-bbc7-37f754df9e9a,6,59.21%,21.91%,18.54%,51.46%,24.38%,25.51%,100010,
82f2471b-f3c4-4ea0-b1f2-1e497642cb99,7ee335ce-30b5-4f84-a01d-bb3dbd01d562,6,56.74%,28.43%,13.03%,55.28%,24.16%,22.13%,101000,
f81c41b5-1eb7-4d90-8f58-3964bd062d4a,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,2,81.11%,16.94%,1.11%,88.33%,7.78%,3.89%,100010,
ad840afa-f453-469d-8ae3-e267fce3784f,ef8f9855-7038-403d-a9f0-30d4441e7863,2,79.44%,20.56%,0.00%,89.17%,9.17%,1.67%,100100,
5fe87b15-a818-4ca1-b703-edc0d76b4efc,960fe3ca-18af-41d4-b2cc-18e2fb94f9ea,3,81.80%,17.75%,0.45%,82.70%,9.66%,9.21%,100010,
33eca06d-c23a-4ffa-918d-19c354275f8f,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,3,79.10%,20.22%,0.67%,84.49%,9.66%,5.62%,101000,
3364b73d-835c-46dc-a07e-0b349abd1b92,960fe3ca-18af-41d4-b2cc-18e2fb94f9ea,3,78.88%,14.38%,4.04%,80.00%,7.42%,11.46%,100100,
afab1ccb-0953-4cf5-94f6-5f4d9362641f,2d854d42-0748-4828-8232-fd8927e39105,1,79.44%,20.56%,0.00%,93.33%,6.67%,0.00%,100010,
9184cec4-6be0-443e-83c4-b7585bfb9ce2,e4a00228-4aad-4830-b9fb-6fc200792ec1,4,78.43%,13.93%,6.97%,77.30%,12.81%,7.19%,101011,
f843d22f-01b8-45b9-98ed-0b42469e70c0,a01baa9f-f1f1-4120-b4ad-053776c016e3,6,53.93%,33.71%,11.01%,57.30%,20.00%,22.81%,101010,
ec99650e-d771-4b0d-86d4-377b83cc787c,960fe3ca-18af-41d4-b2cc-18e2fb94f9ea,4,70.79%,19.33%,6.74%,66.29%,19.78%,10.79%,101000,
7f4adf3a-73a5-4a61-8827-0ec3ac75c776,b49b9e21-c529-426d-bbd7-ae3619ac0720,1,80.83%,19.17%,1.94%,95.56%,3.61%,1.67%,101010,
17f86222-34ae-4c55-83ee-70e6953af24e,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,4,69.21%,25.39%,4.27%,71.01%,17.08%,12.13%,100100,
8924bc6f-0332-4f29-8c55-135e2f5c5701,2d854d42-0748-4828-8232-fd8927e39105,3,79.78%,12.81%,7.87%,84.27%,8.76%,7.87%,100010,
2bbc3a6d-bbe9-410a-b086-76de37c73f45,ef8f9855-7038-403d-a9f0-30d4441e7863,1,84.44%,15.56%,0.00%,91.39%,8.61%,3.06%,100001,
e5feae5c-502f-4310-8bdf-5a106679e997,960fe3ca-18af-41d4-b2cc-18e2fb94f9ea,6,45.62%,31.01%,23.26%,54.04%,20.79%,26.07%,101000,
5ce2724f-8b47-4bdc-9fc0-5235c0c90552,91433238-6e91-46eb-95d1-bcddcb58e528,1,82.78%,17.22%,0.00%,95.28%,4.72%,0.00%,100010,
d14ced8b-7d21-4013-954a-d96b7d98619e,2221448f-56b6-4bf0-a1b5-b402186c98fa,1,77.50%,22.50%,0.00%,93.33%,5.83%,0.83%,100010,
b2cc3d9c-58e8-49e8-9d1b-fb2e6ae287c6,a01baa9f-f1f1-4120-b4ad-053776c016e3,6,59.44%,26.40%,12.47%,55.17%,22.02%,23.03%,101010,
c0dd29c1-22fd-4afb-95c5-b830c60c465c,d9b87f78-93f1-44f1-bbc7-37f754df9e9a,6,55.28%,27.53%,18.20%,52.81%,22.02%,26.40%,100010,
a64273aa-2a18-4e09-b2aa-97efef7b35c9,b49b9e21-c529-426d-bbd7-ae3619ac0720,2,71.67%,21.39%,5.00%,87.50%,11.67%,0.83%,101110,
3ba22737-b55b-4dab-836d-e60ca4b15337,960fe3ca-18af-41d4-b2cc-18e2fb94f9ea,6,48.31%,23.82%,28.76%,51.01%,20.45%,28.20%,101111,
f13228d4-6011-44bd-b895-059418098e31,9c472e4d-91d0-4fce-b295-125538869edb,1,81.67%,18.33%,0.00%,92.78%,7.22%,0.00%,100001,
282f847c-4151-4fe5-aa27-d3fcbcd814ff,ef8f9855-7038-403d-a9f0-30d4441e7863,5,75.28%,19.78%,4.16%,65.17%,6.40%,24.61%,100100,
1f9674b7-e1b4-419c-8deb-9d5b14b237f4,d7f22640-5daf-450b-b947-452bcb542984,6,49.33%,30.45%,19.10%,47.87%,25.06%,26.29%,100010,
67847f29-9d28-4d4e-8348-5d9d4eceeb10,91433238-6e91-46eb-95d1-bcddcb58e528,1,89.17%,10.83%,0.00%,96.67%,3.33%,0.00%,100010,
4193354d-4ea4-4af5-98be-560e899982f2,b49b9e21-c529-426d-bbd7-ae3619ac0720,3,77.98%,14.61%,4.49%,87.42%,7.19%,8.31%,100010,
bbccd633-d9e3-4200-905c-07683cb627e7,0932ee7a-6fe8-430a-b6af-7312f2c29ba4,3,83.15%,12.13%,6.29%,78.43%,8.76%,10.34%,101110,
4a17498f-ebe7-462e-a1d8-414407f766a7,d9b87f78-93f1-44f1-bbc7-37f754df9e9a,4,64.27%,30.79%,4.27%,70.79%,16.63%,9.89%,100010,
b51165cf-bc6e-4699-8d48-ed63838c59cd,b49b9e21-c529-426d-bbd7-ae3619ac0720,4,73.93%,17.98%,7.87%,65.17%,17.53%,14.83%,101110,
285d0445-76ad-4914-a2ef-afc2c7263b95,91433238-6e91-46eb-95d1-bcddcb58e528,2,86.39%,12.78%,0.83%,93.06%,6.94%,0.00%,100010,
19f07dce-f76e-4195-8fe8-56c42d64e604,b49b9e21-c529-426d-bbd7-ae3619ac0720,5,63.82%,12.81%,24.04%,71.69%,8.43%,20.11%,100001,
951cbdfe-9686-44e4-8219-076ccc7b1db5,d9b87f78-93f1-44f1-bbc7-37f754df9e9a,6,50.34%,28.88%,20.00%,53.71%,22.70%,25.39%,100010,
2b85c1f2-b84c-43f3-8b25-68a0b32e36d8,91433238-6e91-46eb-95d1-bcddcb58e528,3,82.70%,13.48%,2.70%,83.37%,6.97%,6.97%,100010,
cd3fec61-976a-4889-a489-0bbb448950cc,b49b9e21-c529-426d-bbd7-ae3619ac0720,6,49.33%,27.53%,26.52%,54.04%,20.45%,26.52%,100101,
5a2fb04e-8549-4b50-8ba9-80eca5439b48,2d854d42-0748-4828-8232-fd8927e39105,2,66.94%,32.22%,0.00%,86.39%,12.78%,0.83%,101000,
c82021bd-0476-493d-ba99-e6fcd1771cb3,91433238-6e91-46eb-95d1-bcddcb58e528,4,75.96%,21.57%,2.02%,67.42%,23.37%,8.09%,101010,
a20571d7-241c-4a45-ba2c-56da4d5df2f1,2d854d42-0748-4828-8232-fd8927e39105,4,70.11%,24.94%,3.82%,61.57%,19.78%,16.85%,100010,
adf14444-2151-4717-a281-b73e967ac9de,2221448f-56b6-4bf0-a1b5-b402186c98fa,2,73.33%,26.67%,0.00%,86.67%,11.39%,1.94%,100010,
d38bcd16-611c-4f31-99b3-904c58aae3cc,0634f247-2cc3-49fc-add5-95e55ef7d852,5,71.35%,16.63%,12.02%,71.57%,5.84%,21.12%,101000,
94f9d5fa-4d01-4f27-8cd4-41e225c7b97b,2221448f-56b6-4bf0-a1b5-b402186c98fa,3,80.67%,19.33%,0.00%,83.60%,7.64%,8.09%,101010,
d0dcc7b6-2f92-4359-9009-6b2d78bb721b,379cee09-eaea-48b9-aeae-f97fbe7f4141,1,66.67%,20.28%,0.00%,91.94%,7.22%,0.83%,100010,
3a62e0f4-4a5b-4a83-98dc-89c290e0f6a7,2d854d42-0748-4828-8232-fd8927e39105,2,78.06%,21.94%,0.00%,90.00%,10.00%,0.00%,100010,
1f10c27f-f4af-49a8-977c-f22ff21443eb,91433238-6e91-46eb-95d1-bcddcb58e528,5,69.33%,15.28%,14.27%,58.20%,10.22%,29.55%,101010,
2a6cd88d-ae96-4d1e-8191-fa004481856c,727dd1fb-4ae2-4804-9240-56cc4be58493,6,59.21%,25.96%,13.71%,58.88%,18.54%,23.71%,101010,
